title,console,console_fabricator,genre,publisher,developer,release_date,ano,total_sales,na_sales,jp_sales,pal_sales,other_sales
MTV Music Generator 3: This Is the Remix,PS2,Sony,Misc,Codemasters,Mix Max,2004-06-22,2004,0.14,0.07,0.0,0.05,0.02
Sid Meier's Pirates!,XB,Microsoft,Strategy,2K Games,Firaxis Games,2005-07-11,2005,0.15000000000000002,0.11,0.0,0.03,0.01
Houshinengi,PS,Sony,Strategy,KOEI,Koei / Inis,1998-09-10,1998,0.14,0.0,0.13,0.0,0.01
Kamen Rider Battle: Ganbaride Card Battle Taisen,DS,Nintendo,Strategy,Namco Bandai,Bandai Namco Games,2010-07-29,2010,0.14,0.0,0.14,0.0,0.0
Age of Empires: Collector's Edition,PC,Outros,Strategy,Microsoft,Ensemble Studios,2000-11-02,2000,0.13,0.02,0.0,0.1,0.01
Dishonored: Death of the Outsider,XOne,Microsoft,Action,Bethesda Softworks,Arkane Studios,2017-09-15,2017,0.14,0.07,0.0,0.06,0.01
Dino Crisis 3,XB,Microsoft,Action,Capcom,Capcom Production Studio 4,2003-09-16,2003,0.14,0.08,0.03,0.03,0.0
Eragon,X360,Microsoft,Action,Sierra Entertainment,Stormfront Studios,2006-11-14,2006,0.14,0.12,0.0,0.01,0.01
Dynasty Warriors 7: Empires,PS3,Sony,Action,Tecmo Koei,Omega Force,2012-11-08,2012,0.14,0.0,0.14,0.0,0.0
How to Train Your Dragon,X360,Microsoft,Action,Activision,Etranges Libellules,2010-03-23,2010,0.14,0.11,0.0,0.02,0.01
Spider-Man: Edge of Time,DS,Nintendo,Action,Activision,Beenox,2011-10-04,2011,0.14,0.12,0.0,0.01,0.01
Star Wars: Jedi Power Battles,GBA,Nintendo,Action,THQ,HotGen Studios,2002-11-21,2002,0.14,0.1,0.0,0.04,0.0
Bio FREAKS,N64,Nintendo,Action,Midway Games,Saffire Corporation,1998-05-31,1998,0.14,0.11,0.0,0.03,0.0
Just Dance: Disney Party,Wii,Nintendo,Music,Ubisoft,Land Ho!,2012-10-23,2012,0.15000000000000002,0.03,0.0,0.11,0.01
Mr. Driller: Drill Spirits,DS,Nintendo,Puzzle,Namco,Namco,2004-11-30,2004,0.14,0.08,0.05,0.0,0.01
Super Puzzle Fighter II Turbo,PS,Sony,Puzzle,Capcom,Capcom,1996-11-30,1996,0.14,0.08,0.0,0.05,0.01
Puyo Puyo!! 20th Anniversary,DS,Nintendo,Puzzle,Sega,Sega,2011-07-14,2011,0.14,0.0,0.14,0.0,0.0
Bust-A-Move Deluxe,PSP,Sony,Puzzle,Majesco,Dreams,2006-04-04,2006,0.14,0.13,0.0,0.0,0.01
Touch My Katamari,PSV,Sony,Puzzle,Namco Bandai Games,Namco Bandai Games,2012-02-21,2012,0.14,0.07,0.0,0.04,0.03
Magnetica,DS,Nintendo,Puzzle,Nintendo,Mitchell,2006-06-05,2006,0.13,0.08,0.03,0.01,0.01
Pipe Dreams 3D,PS,Sony,Puzzle,Take-Two Interactive,Sick Puppies,2001-10-23,2001,0.14,0.08,0.0,0.05,0.01
Scooby-Doo! Night of 100 Frights,XB,Microsoft,Platform,THQ,Heavy Iron Studios,2003-08-27,2003,0.15000000000000002,0.11,0.0,0.03,0.01
Spyro: A Hero's Tail,XB,Microsoft,Platform,VU Games,Eurocom Entertainment Software,2004-11-03,2004,0.15000000000000002,0.11,0.0,0.03,0.01
The Walking Dead: Season Two,XOne,Microsoft,Misc,Telltale Games,Unknown,2014-10-21,2014,0.14,0.08,0.0,0.05,0.01
Atari's Greatest Hits: Volume 1,DS,Nintendo,Misc,Atari,Atari,2010-11-02,2010,0.14,0.13,0.0,0.0,0.01
Let's Cheer,X360,Microsoft,Misc,2K Play,Cat Daddy Games,2011-11-07,2011,0.13,0.12,0.0,0.0,0.01
Taiko no Tatsujin: Don Don! Mystery Adventure,3DS,Nintendo,Music,Namco Bandai Games,Namco Bandai Games,2016-06-16,2016,0.14,0.0,0.14,0.0,0.0
Rocksmith 2014 Edition Remastered,PS4,Sony,Music,Ubisoft,Ubisoft,2016-10-04,2016,0.14,0.11,0.0,0.0,0.03
Lips: I Love The 80s,X360,Microsoft,Music,Microsoft Game Studios,iNiS,2010-04-02,2010,0.13999999999999999,0.0,0.0,0.12,0.02
Disney's Chicken Little,XB,Microsoft,Platform,Buena Vista,Avalanche Software,2005-10-18,2005,0.13,0.1,0.0,0.03,0.0
Secret Agent Clank,PSP,Sony,Platform,Sony Computer Entertainment,High Impact Games,2008-06-17,2008,0.13999999999999999,0.04,0.04,0.04,0.02
Mega Man Powered Up,PSP,Sony,Platform,Capcom,Capcom,2006-03-14,2006,0.15,0.12,0.0,0.01,0.02
Rayman 3,GBA,Nintendo,Platform,Ubisoft,Ubisoft,2003-03-02,2003,0.14,0.1,0.0,0.04,0.0
Ratatouille,GC,Nintendo,Platform,THQ,Asobo Studio,2007-06-26,2007,0.14,0.11,0.0,0.03,0.0
Casper: Spirit Dimensions,PS2,Sony,Platform,TDK Mediactive,Lucky Chicken Games,2001-09-30,2001,0.14,0.07,0.0,0.05,0.02
Klonoa: Empire of Dreams,GBA,Nintendo,Platform,Namco,Namco,2001-09-11,2001,0.14,0.1,0.0,0.04,0.0
Zapper: One Wicked Cricket!,GBA,Nintendo,Platform,Infogrames,Blitz Games,2002-11-05,2002,0.14,0.1,0.0,0.04,0.0
OutRun 2,XB,Microsoft,Racing,Microsoft,Sumo Digital,2004-10-25,2004,0.15000000000000002,0.11,0.0,0.03,0.01
Mx vs. ATV Reflex,DS,Nintendo,Racing,THQ,Rainbow Studios,2009-12-01,2009,0.14,0.13,0.0,0.0,0.01
¡Shin Chan Flipa en colores!,DS,Nintendo,Platform,505 Games,Inti Creates,2007-11-16,2007,0.14,0.0,0.14,0.0,0.0
The Bombing Islands,PS,Sony,Platform,Kemco,Kemco,2001-04-26,2001,0.14,0.08,0.0,0.05,0.01
Moshi Monsters: Katsuma Unleashed,DS,Nintendo,Platform,Activision,"Black Lantern Studios, Inc.",2013-11-05,2013,0.14,0.0,0.0,0.13,0.01
Mega Man X Legacy Collection 1+2,PS4,Sony,Platform,Capcom Entertainment,Digital Eclipse Software,2018-07-24,2018,0.14,0.07,0.05,0.0,0.02
Tim Burton's The Nightmare Before Christmas: The Pumpkin King,GBA,Nintendo,Platform,Buena Vista,TOSE Software,2005-10-10,2005,0.14,0.1,0.0,0.04,0.0
Barbie Explorer,PS,Sony,Platform,Unknown,Runecraft,2001-09-04,2001,0.14,0.08,0.0,0.05,0.01
World Tour Soccer 2003,PS2,Sony,Sports,Sony Computer Entertainment,SCEE London Studio,2003-02-10,2003,0.14,0.07,0.0,0.05,0.02
Virtua Tennis 4,Wii,Nintendo,Sports,Sega,Sega-AM2,2011-05-10,2011,0.14,0.05,0.0,0.08,0.01
Pro Evolution Soccer 2015,X360,Microsoft,Sports,Konami Digital Entertainment,PES Productions,2014-11-11,2014,0.14,0.05,0.0,0.08,0.01
Backyard Sports: Sandlot Sluggers,DS,Nintendo,Sports,Atari,"Powerhead, LLC",2010-05-25,2010,0.14,0.13,0.0,0.0,0.01
Jonny Moseley Mad Trix,PS2,Sony,Sports,3DO,3DO,2001-12-26,2001,0.14,0.07,0.0,0.05,0.02
Top Spin 4,Wii,Nintendo,Sports,2K Sports,2K Czech,2011-03-15,2011,0.13999999999999999,0.04,0.0,0.08,0.02
SSX On Tour,XB,Microsoft,Sports,EA Sports BIG,EA Canada,2005-10-11,2005,0.15000000000000002,0.11,0.0,0.03,0.01
NCAA College Basketball 2K3,XB,Microsoft,Sports,Sega,Kush Games,2002-12-02,2002,0.15000000000000002,0.11,0.0,0.03,0.01
Hot Wheels: Beat That!,Wii,Nintendo,Racing,Activision,Eutechnyx,2007-09-30,2007,0.14,0.13,0.0,0.0,0.01
PaRappa The Rapper 2,PS2,Sony,Misc,Sony Computer Entertainment,NanaOn-Sha,2002-01-23,2002,0.14,0.07,0.0,0.05,0.02
Drawn to Life Collection,DS,Nintendo,Misc,THQ,5TH Cell,2010-11-23,2010,0.14,0.13,0.0,0.0,0.01
Dream Pinball 3D,Wii,Nintendo,Misc,SouthPeak Interactive,A.S.K. Homework,2008-04-22,2008,0.14,0.1,0.0,0.03,0.01
Cranium Kabookii,Wii,Nintendo,Misc,Ubisoft,Ubisoft Quebec,2007-12-04,2007,0.14,0.13,0.0,0.0,0.01
Geometry Wars: Galaxies,DS,Nintendo,Shooter,Sierra Entertainment,Kuju Entertainment,2007-11-27,2007,0.14,0.13,0.0,0.0,0.01
Doom,GBA,Nintendo,Shooter,Activision,David A. Palmer Productions,2001-10-28,2001,0.14,0.1,0.0,0.04,0.0
The Elder Scrolls Online: Morrowind,XOne,Microsoft,MMO,Bethesda Softworks,ZeniMax Online Studios,2017-06-06,2017,0.13,0.09,0.0,0.03,0.01
Disney's Cinderella: Magical Dreams,GBA,Nintendo,Platform,Buena Vista,Culture Brain,2005-09-20,2005,0.14,0.1,0.0,0.04,0.0
Legends of Wrestling,XB,Microsoft,Fighting,Acclaim Entertainment,Acclaim Studios Salt Lake City,2002-05-27,2002,0.13,0.1,0.0,0.03,0.0
Godzilla: Save the Earth,XB,Microsoft,Fighting,Atari,"Pipeworks Software, Inc.",2004-11-16,2004,0.13,0.1,0.0,0.03,0.0
Ford Racing Off Road,PSP,Sony,Racing,Empire Interactive,Razorworks Studios,2008-09-23,2008,0.15,0.05,0.0,0.08,0.02
Destruction Derby Raw,PS,Sony,Racing,Midway Games,Studio 33,2000-09-26,2000,0.14,0.08,0.0,0.05,0.01
Bravo Air Race,PS,Sony,Racing,THQ,Xing Entertainment,1997-09-30,1997,0.14,0.08,0.0,0.05,0.01
Micro Machines 64 Turbo,N64,Nintendo,Racing,Midway Games,Codemasters,1999-03-24,1999,0.14,0.11,0.0,0.03,0.0
Asphalt: Urban GT 2,DS,Nintendo,Racing,Ubisoft,Virtuos / Game Source,2006-11-14,2006,0.14,0.09,0.0,0.04,0.01
SafeCracker: The Ultimate Puzzle Adventure,DS,Nintendo,Puzzle,DreamCatcher Interactive,JoWood Productions,2009-12-07,2009,0.14,0.07,0.0,0.06,0.01
Balloon Pop,DS,Nintendo,Puzzle,UFO Interactive,Tommo,2009-10-23,2009,0.14,0.13,0.0,0.0,0.01
Diner Dash: Flo on the Go,DS,Nintendo,Puzzle,Zoo Games,Zoo Games,2009-10-20,2009,0.14,0.13,0.0,0.0,0.01
Mojo!,PS2,Sony,Puzzle,Crave Entertainment,Crave Entertainment,2003-08-26,2003,0.14,0.07,0.0,0.05,0.02
Pipe Mania,PS2,Sony,Puzzle,Empire Interactive,Razorworks Studios,2008-09-26,2008,0.14,0.07,0.0,0.05,0.02
Bejeweled 3,X360,Microsoft,Puzzle,PopCap Games,PopCap Games,2011-11-15,2011,0.14,0.13,0.0,0.0,0.01
BIT.TRIP SAGA,3DS,Nintendo,Platform,Aksys Games,Gaijin Games Inc.,2011-09-13,2011,0.14,0.09,0.0,0.04,0.01
RockMan & Forte,SNES,Nintendo,Platform,Capcom,Capcom,1998-04-24,1998,0.14,0.0,0.14,0.0,0.0
Guilty Gear,PS,Sony,Fighting,Atlus,Arc System Works,1998-10-31,1998,0.13,0.03,0.07,0.02,0.01
Marvel vs. Capcom 2,DC,Sega,Fighting,Capcom,Capcom,2000-06-29,2000,0.14,0.0,0.14,0.0,0.0
Under Night In-Birth,PS3,Sony,Fighting,Aksys Games,Ecole Software,2015-02-24,2015,0.15,0.07,0.05,0.01,0.02
Gundam: The Battle Master,PS,Sony,Fighting,Bandai,Bandai,1997-06-20,1997,0.14,0.0,0.13,0.0,0.01
Guilty Gear Xrd -Revelator-,PS4,Sony,Fighting,Aksys Games,Arc System Works,2016-06-07,2016,0.14,0.06,0.07,0.0,0.01
Fate/Unlimited Codes,PS2,Sony,Fighting,Capcom,Eighting,2008-12-18,2008,0.14,0.0,0.14,0.0,0.0
Dead or Alive 2,DC,Sega,Fighting,Tecmo,Team Ninja,2000-02-29,2000,0.14,0.0,0.14,0.0,0.0
Barbarian,PS2,Sony,Fighting,Titus,Saffire Corporation,2002-06-27,2002,0.15,0.07,0.0,0.06,0.02
Championship Motocross 2001 featuring Ricky Carmichael,PS,Sony,Racing,THQ,Funcom,2001-01-30,2001,0.14,0.08,0.0,0.05,0.01
F1 2011,PSV,Sony,Racing,Codemasters,Codemasters,2012-02-14,2012,0.13999999999999999,0.03,0.01,0.08,0.02
The King of Fighters '94 (CD),NG,SNK,Fighting,SNK,SNK Corporation,1994-01-01,1994,0.14,0.0,0.14,0.0,0.0
Ultimate Marvel vs. Capcom 3,XOne,Microsoft,Fighting,Capcom,Capcom,2017-03-07,2017,0.13,0.12,0.0,0.0,0.01
Ultimate Muscle - The Kinnikuman Legacy: Legends vs New Generation,GC,Nintendo,Fighting,Bandai,Aki Corporation,2003-06-05,2003,0.13,0.04,0.08,0.01,0.0
My Hero One's Justice,XOne,Microsoft,Fighting,Bandai Namco Entertainment,Byking,2018-10-26,2018,0.13,0.12,0.0,0.0,0.01
Persona 4 Arena Ultimax,PS3,Sony,Fighting,Atlus,Arc System Works,2014-09-30,2014,0.13,0.0,0.13,0.0,0.0
Marvel vs. Capcom 2,XB,Microsoft,Fighting,Capcom,Capcom,2003-03-27,2003,0.13,0.09,0.01,0.03,0.0
NFL Head Coach 09,PS3,Sony,Sports,EA Sports,EA Tiburon,2008-09-03,2008,0.14,0.13,0.0,0.0,0.01
Pro Baseball Spirits 2015,PSV,Sony,Sports,Konami Digital Entertainment,"Konami Digital Entertainment, Inc.",2015-03-26,2015,0.14,0.0,0.14,0.0,0.0
FIFA Soccer 2005,GC,Nintendo,Sports,EA Sports,EA Canada,2004-10-09,2004,0.14,0.11,0.0,0.03,0.0
"NewU Fitness First Mind Body, Yoga & Pilates Workout",Wii,Nintendo,Sports,SouthPeak Interactive,Lightning Fish,2010-12-13,2010,0.15,0.12,0.0,0.02,0.01
Cars: Mater-National Championship,X360,Microsoft,Racing,THQ,Rainbow Studios,2007-10-29,2007,0.14,0.13,0.0,0.0,0.01
L.A. Rush,XB,Microsoft,Racing,Midway Games,The Pitbull Syndicate Limited,2005-10-11,2005,0.15000000000000002,0.11,0.0,0.03,0.01
Adrenalin Misfits,X360,Microsoft,Racing,Konami,Konami,2010-11-04,2010,0.15,0.12,0.0,0.02,0.01
Thunder Truck Rally,PS,Sony,Racing,Psygnosis,Reflections Interactive,1997-05-31,1997,0.14,0.08,0.0,0.05,0.01
Pro Cycling Manager 2016,PS4,Sony,Sports,Focus Home Interactive,Cyanide Studio,2016-06-16,2016,0.13999999999999999,0.0,0.0,0.12,0.02
Super Dodgeball Brawlers,DS,Nintendo,Sports,Aksys Games,Million,2008-05-27,2008,0.14,0.13,0.0,0.0,0.01
PANGYA: Fantasy Golf,PSP,Sony,Sports,Tommo,Ntreev Soft,2009-06-23,2009,0.14,0.09,0.04,0.0,0.01
Gretzky NHL 06,PSP,Sony,Sports,Sony Computer Entertainment,Page 44 Studios,2005-10-04,2005,0.14,0.13,0.0,0.0,0.01
Tennis no Oji-Sama: Aim at The Victory!,GBA,Nintendo,Sports,Konami,Konami,2002-12-12,2002,0.14,0.0,0.14,0.0,0.0
Fox Sports Golf '99,PS,Sony,Sports,Fox Interactive,Gremlin Interactive,1998-06-30,1998,0.14,0.08,0.0,0.05,0.01
Tony Hawk's Pro Skater 5,XOne,Microsoft,Sports,Activision,Robomodo,2015-09-29,2015,0.14,0.11,0.0,0.02,0.01
FIFA Street 2,PSP,Sony,Sports,EA Sports BIG,EA Canada,2006-02-28,2006,0.15,0.07,0.0,0.06,0.02
Blue Reflection: Maboroshi ni Mau - Shoujo no Ken,PS4,Sony,Role-Playing,Tecmo Koei,Gust,2017-09-26,2017,0.15,0.07,0.06,0.0,0.02
Class of Heroes,PSP,Sony,Role-Playing,Atlus,ZeroDiv,2009-06-09,2009,0.15000000000000002,0.06,0.08,0.0,0.01
Ys VIII: Lacrimosa of Dana,PSV,Sony,Role-Playing,NIS America,Falcom,2017-09-12,2017,0.14,0.01,0.11,0.01,0.01
Gungnir,PSP,Sony,Role-Playing,Atlus,Sting,2012-06-12,2012,0.13999999999999999,0.08,0.04,0.0,0.02
Wild ARMs 4,PS2,Sony,Role-Playing,Xseed Games,Media.Vision,2006-01-10,2006,0.15,0.07,0.0,0.06,0.02
Grand Kingdom,PS4,Sony,Role-Playing,NIS America,Monochrome Corporation,2016-06-28,2016,0.13999999999999999,0.08,0.04,0.0,0.02
Super Robot Taisen OG Saga: Endless Frontier (JP sales),DS,Nintendo,Role-Playing,Atlus,Monolith Soft,2009-04-28,2009,0.14,0.0,0.14,0.0,0.0
World Tour Soccer 2002,PS2,Sony,Sports,Sony Computer Entertainment,SCEE London Studio,2002-02-17,2002,0.14,0.07,0.0,0.05,0.02
Phantom Brave,PS2,Sony,Role-Playing,NIS America,Nippon Ichi Software,2004-08-31,2004,0.14,0.07,0.0,0.05,0.02
Etrian Odyssey 2 Untold: Knight of Fafnir,3DS,Nintendo,Role-Playing,Atlus,Atlus,2015-08-04,2015,0.14,0.09,0.0,0.02,0.03
.hack//Link,PSP,Sony,Role-Playing,Namco Bandai,CyberConnect2,2010-03-04,2010,0.14,0.0,0.14,0.0,0.0
The Legend of Heroes II: Prophecy of the Moonlight Witch,PSP,Sony,Role-Playing,Namco Bandai,MiCROViSion Inc. / Falcom Corporation,2006-06-20,2006,0.14,0.03,0.11,0.0,0.0
Shining Resonance,PS3,Sony,Role-Playing,Sega,Media.Vision,2014-12-11,2014,0.14,0.0,0.14,0.0,0.0
Soukaigi,PS,Sony,Role-Playing,Square,Yuke's,1998-05-28,1998,0.14,0.0,0.13,0.0,0.01
Shonen Jump's Shaman King: Master of Spirits,GBA,Nintendo,Role-Playing,Konami,Konami,2004-11-09,2004,0.14,0.1,0.0,0.04,0.0
"Lunar 2: Eternal Blue(sales, but wrong system)",GEN,Sega,Role-Playing,Game Arts,Game Arts,1994-12-22,1994,0.14,0.0,0.14,0.0,0.0
Hero's Saga Laevatein Tactics,DS,Nintendo,Role-Playing,Aksys Games,GungHo,2009-10-13,2009,0.14,0.13,0.0,0.0,0.01
South Park: The Fractured But Whole,NS,Nintendo,Role-Playing,Ubisoft,Ubisoft San Francisco,2018-04-24,2018,0.14,0.08,0.0,0.05,0.01
Risen 2: Dark Waters,X360,Microsoft,Role-Playing,Deep Silver,Piranha Bytes,2012-07-31,2012,0.14,0.05,0.0,0.08,0.01
Naruto RPG 2: Chidori vs Rasengan,DS,Nintendo,Role-Playing,Tomy Corporation,Tomy Corporation,2005-07-14,2005,0.14,0.0,0.14,0.0,0.0
TRINITY: Souls of Zill O'll,PS3,Sony,Role-Playing,Tecmo Koei,Omega Force,2011-02-08,2011,0.13,0.06,0.03,0.03,0.01
Eternal Poison,PS2,Sony,Role-Playing,Atlus,Flight-Plan,2008-11-11,2008,0.14,0.07,0.0,0.05,0.02
The Granstream Saga,PS,Sony,Role-Playing,THQ,Shade,1998-06-30,1998,0.14,0.08,0.0,0.05,0.01
Hexyz Force,PSP,Sony,Role-Playing,Atlus,Sting,2010-05-25,2010,0.14,0.07,0.06,0.0,0.01
The Walking Dead: Season Two,PSV,Sony,Misc,Telltale Games,Unknown,2014-01-01,2014,0.14,0.08,0.02,0.01,0.03
Master Jin Jin's IQ Challenge,DS,Nintendo,Misc,Valcon Games,ASK,2007-10-08,2007,0.14,0.13,0.0,0.0,0.01
Rio,PS3,Sony,Misc,THQ,TBA,2011-04-12,2011,0.13,0.04,0.0,0.07,0.02
Create,X360,Microsoft,Misc,Electronic Arts,EA Bright Light,2010-11-16,2010,0.14,0.1,0.0,0.03,0.01
Power Gig: Rise of the SixString,PS3,Sony,Misc,Unknown,Seven45 Studios,2010-10-19,2010,0.14,0.13,0.0,0.0,0.01
Monster Lab,DS,Nintendo,Role-Playing,Eidos Interactive,Backbone Entertainment,2008-11-04,2008,0.14,0.12,0.0,0.01,0.01
Shining Soul,GBA,Nintendo,Role-Playing,Atlus,Next Entertainment,2003-09-23,2003,0.13,0.03,0.09,0.01,0.0
Yu-Gi-Oh! Monster Capture GB,GB,Nintendo,Role-Playing,Konami,Konami,2000-04-13,2000,0.14,0.0,0.14,0.0,0.0
Agile Warrior F-111X,PS,Sony,Simulation,Virgin Interactive,Black Ops Entertainment,1995-11-21,1995,0.14,0.08,0.0,0.05,0.01
Blazing Angels 2: Secret Missions of WWII,X360,Microsoft,Simulation,Ubisoft,Ubisoft Romania,2007-09-18,2007,0.14,0.11,0.0,0.02,0.01
Paws & Claws: Pet Vet 2,DS,Nintendo,Simulation,THQ,ValuSoft,2007-08-07,2007,0.14,0.13,0.0,0.0,0.01
Imagine: Fashion Stylist,DS,Nintendo,Simulation,Ubisoft,Magic Pockets,2010-11-02,2010,0.14,0.13,0.0,0.0,0.01
CSI: 3 Dimensions of Murder,PS2,Sony,Adventure,Ubisoft,Ubisoft Bulgaria,2007-09-25,2007,0.15,0.07,0.0,0.06,0.02
NCIS,X360,Microsoft,Adventure,Ubisoft,Ubisoft,2011-11-01,2011,0.13,0.1,0.0,0.02,0.01
Happy Feet,Wii,Nintendo,Adventure,Midway Games,Artificial Mind and Movement,2006-11-13,2006,0.13,0.12,0.0,0.0,0.01
7th Dragon,DS,Nintendo,Role-Playing,Sega,imageepoch Inc.,2009-03-05,2009,0.14,0.0,0.14,0.0,0.0
Sphinx and the Cursed Mummy,GC,Nintendo,Adventure,THQ,Eurocom Entertainment Software,2003-11-10,2003,0.14,0.11,0.0,0.03,0.0
T.R.A.G. - Tactical Rescue Assault Group: Mission of Mercy,PS,Sony,Adventure,Sunsoft,SunSoft,1999-03-31,1999,0.14,0.08,0.0,0.05,0.01
Akiba's Trip,PSP,Sony,Adventure,Acquire,PROPE,2011-05-19,2011,0.14,0.0,0.14,0.0,0.0
Monster House,GC,Nintendo,Adventure,THQ,Artificial Mind and Movement,2006-07-18,2006,0.14,0.11,0.0,0.03,0.0
Ecco the Dolphin: Defender of the Future,PS2,Sony,Adventure,Acclaim Entertainment,Appaloosa Interactive,2002-03-03,2002,0.14,0.07,0.0,0.05,0.02
Alien: Isolation,PC,Outros,Adventure,Sega,Creative Assembly,2014-10-07,2014,0.15000000000000002,0.0,0.0,0.14,0.01
Sakura Wars GB,GB,Nintendo,Adventure,Media Factory,Media Factory,2000-07-28,2000,0.14,0.0,0.14,0.0,0.0
FIFA 06 Soccer,GC,Nintendo,Sports,EA Sports,EA Canada,2005-10-04,2005,0.14,0.11,0.0,0.03,0.0
Pro Yakyuu Netsu Star 2006,PS2,Sony,Sports,Namco,Namco,2006-04-06,2006,0.14,0.0,0.14,0.0,0.0
NBA 2K13,WiiU,Nintendo,Sports,2K Sports,Visual Concepts,2012-11-18,2012,0.13,0.08,0.0,0.04,0.01
Gretzky NHL 06,PS2,Sony,Sports,Sony Computer Entertainment,Page 44 Studios,2005-09-20,2005,0.14,0.07,0.0,0.05,0.02
NBA ShootOut 2002,PS,Sony,Sports,Sony Computer Entertainment,989 Sports,2001-09-01,2001,0.14,0.08,0.0,0.05,0.01
Bassmasters 2000,N64,Nintendo,Sports,THQ,Mass Media,1999-12-16,1999,0.14,0.11,0.0,0.03,0.0
Adventures to Go!,PSP,Sony,Role-Playing,Natsume,Global A Entertainment,2009-10-27,2009,0.13999999999999999,0.11,0.01,0.0,0.02
Shadow Hearts: From The New World,PS2,Sony,Role-Playing,Xseed Games,Nautilus,2006-03-07,2006,0.15,0.07,0.0,0.06,0.02
NHL Breakaway 98,PS,Sony,Sports,Acclaim Entertainment,Sculptured Software,1997-09-30,1997,0.14,0.08,0.0,0.05,0.01
Tiger Woods PGA Tour 2005,GC,Nintendo,Sports,EA Sports,EA Redwood Shores,2004-09-20,2004,0.13,0.1,0.0,0.03,0.0
Salt Lake 2002,PS2,Sony,Sports,Eidos Interactive,Attention To Detail,2002-01-29,2002,0.14,0.07,0.0,0.05,0.02
Frank Thomas Big Hurt Baseball,PS,Sony,Sports,Acclaim Entertainment,Iguana Entertainment,1996-06-05,1996,0.14,0.08,0.0,0.05,0.01
Power Pro Kun Pocket 8,DS,Nintendo,Sports,Konami,PawaPuro Production,2005-12-01,2005,0.14,0.0,0.14,0.0,0.0
Bottom of the 9th,PS,Sony,Sports,Konami,Konami,1996-04-04,1996,0.14,0.08,0.0,0.05,0.01
NFL Blitz 20-03,GC,Nintendo,Sports,Midway Games,Point of View,2002-08-12,2002,0.14,0.11,0.0,0.03,0.0
Jikkyou Powerful Pro Yakyuu Wii,Wii,Nintendo,Sports,Konami,PawaPuro Production,2007-07-19,2007,0.14,0.0,0.14,0.0,0.0
R.B.I. Baseball 18,NS,Nintendo,Sports,MLB Advanced Media,MLB.com,2018-03-20,2018,0.13,0.12,0.0,0.0,0.01
International Cricket 2010,X360,Microsoft,Sports,Codemasters,Trickstar Games,2010-06-18,2010,0.13999999999999999,0.0,0.0,0.12,0.02
The Flintstones: Bedrock Bowling,PS,Sony,Sports,SouthPeak Interactive,Adrenalin Interactive,2000-09-19,2000,0.13,0.07,0.0,0.05,0.01
R.B.I. Baseball 18,XOne,Microsoft,Sports,MLB Advanced Media,MLB Advanced Media,2018-03-20,2018,0.13,0.12,0.0,0.0,0.01
MLB 11: The Show,PS2,Sony,Sports,Sony Computer Entertainment,SCEA San Diego Studios,2011-03-08,2011,0.13,0.06,0.0,0.05,0.02
Transworld Surf,XB,Microsoft,Sports,Atari,Angel Studios,2001-11-14,2001,0.13,0.1,0.0,0.03,0.0
Namco Soccer Prime Goal,PS,Sony,Sports,Sony Computer Entertainment,Namco,1996-11-01,1996,0.13,0.0,0.12,0.0,0.01
NBA 08,PS2,Sony,Sports,Sony Computer Entertainment,SCE San Diego Studio,2007-09-26,2007,0.13,0.06,0.0,0.05,0.02
Cabela's Dangerous Hunts 2009,PS3,Sony,Sports,Activision,Activision,2008-09-23,2008,0.13,0.12,0.0,0.0,0.01
Rugby 15,PS4,Sony,Sports,Maximum Games,HB Studios,2015-02-24,2015,0.13,0.05,0.0,0.06,0.02
Don Bradman Cricket 14,PS4,Sony,Sports,Tru Blu Entertainment,Big Ant Studios,2015-04-01,2015,0.12,0.01,0.0,0.09,0.02
Cabela's Dangerous Hunts 2009,X360,Microsoft,Sports,Activision,Activision,2008-09-23,2008,0.13,0.12,0.0,0.0,0.01
Soccer Tsuku: Pro Soccer Club o Tsukurou!,PS3,Sony,Sports,Sega,Sega,2013-10-10,2013,0.13,0.0,0.13,0.0,0.0
Surf Riders,PS,Sony,Sports,Ubisoft,ACOT,2000-08-01,2000,0.13,0.07,0.0,0.05,0.01
NBA Hoopz,PS,Sony,Sports,Midway Games,Eurocom Entertainment Software,2001-02-12,2001,0.13,0.07,0.0,0.05,0.01
Let's Play Ballerina,DS,Nintendo,Sports,Deep Silver,ZigZagIsland,2010-06-08,2010,0.14,0.13,0.0,0.0,0.01
Backyard Soccer,PS,Sony,Sports,Infogrames,Humongous Entertainment,2001-09-28,2001,0.13,0.07,0.0,0.05,0.01
Back At The Barnyard: Slop Bucket Games,DS,Nintendo,Sports,THQ,Firemint,2008-10-20,2008,0.13,0.12,0.0,0.0,0.01
NHL 2003,GC,Nintendo,Sports,EA Sports,EA Canada,2002-09-30,2002,0.13,0.1,0.0,0.03,0.0
Fit in Six,PS3,Sony,Sports,Ubisoft,Blue Byte Studio,2011-03-15,2011,0.13,0.12,0.0,0.0,0.01
NTRA Breeders' Cup World Thoroughbred Championships,PS2,Sony,Sports,Bethesda Softworks,4J Studios,2005-09-29,2005,0.14,0.07,0.0,0.05,0.02
The Golf Club,PS4,Sony,Sports,Maximum Games,HB Studios,2015-04-28,2015,0.13,0.09,0.0,0.02,0.02
