title,console,console_fabricator,genre,publisher,developer,release_date,ano,total_sales,na_sales,jp_sales,pal_sales,other_sales
Kabushiki Baibai Trainer: Kabutore! Next,DS,Nintendo,Simulation,Konami,Kojima Productions,2007-11-29,2007,0.02,0.0,0.02,0.0,0.0
A-Train Exp.,PS4,Sony,Simulation,ArtDink,ArtDink,2017-12-21,2017,0.02,0.0,0.02,0.0,0.0
Sotsugyou II: Neo Generation Special,3DO,Outros,Simulation,Imageworks,Shar Rock,1995-11-22,1995,0.02,0.0,0.02,0.0,0.0
X-Plane 10 Global,PC,Outros,Simulation,Aerosoft,Laminar Research,2013-10-13,2013,0.02,0.0,0.0,0.02,0.0
Dreamer Series: Horse Trainer,DS,Nintendo,Simulation,DreamCatcher Interactive,DreamCatcher Interactive,2008-12-16,2008,0.02,0.02,0.0,0.0,0.0
The Conveni 4,PS2,Sony,Simulation,Hamster Corporation,Hamster Corporation,2006-04-27,2006,0.02,0.0,0.02,0.0,0.0
Germany's Next Topmodel 2011,Wii,Nintendo,Simulation,7G//AMES,SevenOne Intermedia GmbH,2011-03-18,2011,0.02,0.0,0.0,0.02,0.0
Project Highrise: Architect's Edition,NS,Nintendo,Simulation,Kalypso Media,SomaSim,2018-11-13,2018,0.01,0.01,0.0,0.0,0.0
Airline Tycoon,PC,Outros,Simulation,Monte Christo Multimedia,Spellbound Entertainment,2001-01-22,2001,0.01,0.0,0.0,0.01,0.0
Winning Post 8 2016,PSV,Sony,Simulation,Tecmo Koei,Koei Tecmo Games,2016-03-31,2016,0.02,0.0,0.02,0.0,0.0
Tropico 5,XOne,Microsoft,Simulation,Kalypso Media,Haemimont Games,2016-05-24,2016,0.02,0.02,0.0,0.0,0.0
Densha de Go! Tokubetsu-hen: Fukkatsu Shouwa no Yamatesen,DS,Nintendo,Simulation,Square Enix,Taito Corporation,2010-07-22,2010,0.02,0.0,0.02,0.0,0.0
Mary King's Riding School 2,Wii,Nintendo,Simulation,Midas Interactive Entertainment,Midas Interactive Entertainment,2009-09-11,2009,0.02,0.0,0.0,0.02,0.0
